Date,Temperature(C),Precipitation(mm),GHG_Emissions(metric_tons_per_capita),Humidity(%),Solar_Radiation(W/m^2),Windspeed(km/h),Atmospheric_Pressure(hPa),Cloud_Cover(%),Ozone_Concentration(DU),Sea_Level_Rise(mm),Season
09-12-2012,21.00735475,85.49972106,7.696387572,94.1455227,480.4173548,53.15627602,1026.507398,43.26610111,423.0676569,19.84688005,spring
10-12-2012,2.66210437,18.51692793,3.009704022,59.22886132,127.9334884,49.77616332,1000.440103,92.68439038,391.5196636,18.05386146,winter
11-12-2012,1.122309569,12.32607539,4.679576986,13.72378609,171.1220777,29.56669747,976.4329624,30.55118552,472.6695387,4.160212141,winter
12-12-2012,14.56603321,162.3917925,3.247469618,91.91854845,885.7078852,147.9118802,1014.368132,37.0589818,470.9395889,12.76561748,rainy
13-12-2012,20.66319913,0.836822964,4.438101121,93.20437191,788.8559413,51.27980407,979.579447,69.11657401,292.1552934,17.84615664,spring
14-12-2012,14.130379,9.170255406,3.827454091,26.19292207,209.2935352,99.97059529,1017.177836,75.9286831,440.8757774,10.21559481,spring
15-12-2012,14.21498125,31.46178963,3.337994117,97.5396171,575.5788766,19.8571551,1006.930732,32.71677365,276.0786151,-0.774931259,spring
16-12-2012,4.91697634,9.14023603,6.162221828,50.12195337,768.480264,67.46351095,1022.219431,92.20079138,434.5975821,17.15630383,winter
17-12-2012,26.31556909,9.12824947,0,92.29777397,207.4078402,119.3737392,1009.906052,25.61053495,250.431879,10.60909383,spring
18-12-2012,12.8733815,50.30370345,8.953177615,42.76702247,1169.196432,145.5512587,1025.828508,34.7498866,304.3111445,-0.002109738,spring
19-12-2012,36.59538246,85.47123399,2.864623514,12.04153304,1033.353303,26.60034016,1049.621014,19.6573196,225.7830686,11.11108815,summer
20-12-2012,19.30750188,54.1789109,6.458273421,81.55184384,349.9712851,14.19752975,996.7767706,53.7087145,288.7323547,3.714927743,spring
21-12-2012,9.485633651,5.348768999,6.628980824,89.72301021,670.7496771,148.1255145,1009.825088,99.92729515,295.4464952,-7.330486106,winter
22-12-2012,-3.057056862,112.8702973,4.108704548,24.65277888,658.4527349,83.1274206,960.1890794,71.80543699,400.6031469,8.893687392,spring
23-12-2012,7.718545672,128.034017,6.302654727,59.8582844,467.6319211,51.81313358,1045.040993,47.13174205,414.5765118,28.75267506,spring
24-12-2012,19.36606177,16.49487317,1.751328372,84.84024288,935.5995019,144.0417613,1009.633677,98.29266045,376.4111739,-0.033486455,spring
25-12-2012,-3.763148922,40.27242408,3.357461067,51.53911869,824.1145601,58.52836489,960.2801949,4.917434047,431.0247495,7.640363879,winter
26-12-2012,12.07459314,33.20239672,4.273835086,80.95292842,1050.639065,34.8005753,990.0011674,28.59015273,335.4718161,22.85805015,spring
27-12-2012,14.67879575,55.16487129,6.363355562,67.42839615,105.6103359,120.5255409,958.1293589,83.8117398,388.3742025,27.99298261,spring
28-12-2012,12.59806214,190.713999,3.980212146,74.86573857,764.4030369,47.09467319,999.7200812,52.43606907,307.7775221,-7.764582366,rainy
29-12-2012,14.15494699,214.81207,4.514318431,92.6934275,1192.033073,48.2966714,977.7052245,0.46965445,356.3983625,19.98728707,rainy
30-12-2012,15.34621489,35.58025686,7.487280781,47.51410195,968.1249472,66.74845872,984.0279097,45.67527802,242.3192643,2.875624417,spring
31-12-2012,12.14864885,4.822773206,6.189026264,79.38774048,478.7475142,103.9438498,956.9078086,2.181708483,383.2968271,-5.706136994,spring
01-01-2013,34.69935536,20.35876799,12.0130603,74.14151865,271.7106922,126.2645382,1026.240838,57.34860821,261.4832182,20.22930158,spring
02-01-2013,13.83256984,26.68479937,2.283288011,49.50900999,571.1075096,33.92580732,1034.112668,63.2741781,338.2596697,8.838949007,spring
03-01-2013,-6.281534754,38.24648586,1.143751581,44.30565399,566.6963734,54.37313891,964.0135438,20.14083336,399.6354311,-1.716553029,winter
04-01-2013,3.637340974,161.4089113,10.73370865,89.32192005,743.8009285,74.42529693,1025.06525,98.64973213,328.35145,18.69734571,rainy
05-01-2013,26.01922998,15.21886868,5.787158374,28.42655494,172.6724735,3.841612583,962.8569493,83.38041388,266.9466871,-1.156183186,summer
06-01-2013,24.50440571,38.46769888,8.996013779,38.6656395,525.9106732,104.5658343,958.5541803,46.38327558,399.8585226,15.16953782,spring
07-01-2013,14.74868705,17.19835481,1.983750947,97.70338059,1040.273594,84.89515048,961.4092806,30.95531482,455.7600075,3.370510584,spring
08-01-2013,5.886835423,125.9512221,3.535630533,34.96292111,807.9846032,20.03406227,953.1783906,1.233879063,350.1198657,-0.922818558,spring
09-01-2013,27.11476088,230.0474353,5.401393611,88.52287886,578.1670022,19.54919029,987.6074614,69.32629103,367.2946115,-8.412120223,rainy
10-01-2013,4.128969213,102.2961862,5.000914185,43.42850056,441.2748472,134.2773264,1045.292201,26.28831531,317.2597907,-3.742892507,spring
11-01-2013,23.73626623,20.68068025,4.771688372,59.60832675,407.7582145,102.4967196,1039.92549,39.46557344,374.9591467,27.38448267,spring
12-01-2013,15.70867597,16.27847596,0.249444277,45.85080291,923.2605993,58.20909186,983.1907145,42.86219798,348.5914676,8.025010885,spring
13-01-2013,24.99625905,28.20873665,4.656076149,29.91715859,571.5469105,50.71219827,1029.464772,85.38156827,423.9732765,23.80018193,spring
14-01-2013,14.93476936,68.8322655,6.023598247,72.19952758,370.8488937,47.52798634,1032.458583,85.14059553,272.0785587,20.42157045,spring
15-01-2013,34.6027051,0.467958017,3.988527108,96.99491809,993.9937419,98.19894679,965.2058415,77.62187406,345.8658774,17.6849537,spring
16-01-2013,1.551085601,266.0399919,7.94005338,90.35298224,392.1682791,26.81226378,972.9455291,76.67990624,294.8683896,19.47534636,rainy
17-01-2013,25.75302847,107.4551722,7.950520497,98.67490184,170.8834552,148.1152399,1019.049563,49.47425864,228.326998,-3.293717463,rainy
18-01-2013,16.53878414,1.205185289,5.654564011,72.20142952,702.9021007,103.0583056,976.4030809,79.11191246,315.9506437,-0.135125705,spring
19-01-2013,12.96139166,24.07144465,2.820044378,13.10304145,406.9576379,19.06801191,1043.815292,85.81423304,485.9482459,21.13948482,spring
20-01-2013,32.55171859,58.21101845,6.073606609,59.86628478,105.3718835,20.70452271,973.0712338,49.84391382,338.1465937,16.7166049,spring
21-01-2013,9.823996635,13.81441916,6.491831533,66.0263764,651.7148221,97.24399286,1029.914549,90.03911803,363.6867948,22.46546645,winter
22-01-2013,22.34134169,7.706459155,5.295955916,20.81294097,1083.998461,57.47614191,1025.810034,99.03808264,422.6712041,17.4310366,spring
23-01-2013,21.22036928,49.62059173,2.762214398,84.55842448,808.5474318,98.99366038,1000.375844,17.52820438,495.4392744,21.42134193,spring
24-01-2013,7.696601508,116.9238026,7.533141327,75.70726087,119.9697643,108.3775322,976.3275732,97.90324985,323.5324951,13.30982009,rainy
25-01-2013,28.25555606,155.7182713,6.285459641,50.35861683,516.6431415,80.68800857,953.385922,24.57428546,355.302632,22.67713823,spring
26-01-2013,40.21045387,0.515816859,3.802852688,36.27952742,371.7451794,38.48305902,1032.83835,93.40310797,490.5537521,2.943604234,summer
27-01-2013,36.19693078,103.7554882,5.466111017,29.96252424,837.4867723,82.67416795,987.7756052,85.11086981,328.6351683,-7.282231306,summer
28-01-2013,23.97138417,41.13636583,2.233601661,96.80021586,602.6007894,63.27980773,984.0110243,91.60565442,437.09942,-1.947916727,spring
29-01-2013,17.71990304,13.57103697,0,82.1868007,290.0070464,133.550559,954.449374,46.1030891,333.1502014,-3.930473979,spring
30-01-2013,28.16288288,47.97866617,0.41797203,72.40458179,601.9166735,111.0316987,965.1329326,15.10618383,268.2920604,8.894185504,spring
31-01-2013,29.68034414,273.4999953,5.785997381,95.35421653,1124.533633,92.84762033,986.7915396,22.26211318,480.8986905,26.17914783,rainy
01-02-2013,20.90968242,16.16009759,4.10324831,28.31543585,551.8782633,5.958438717,1019.082958,30.46941926,413.6162018,2.437109811,spring
02-02-2013,-3.897273643,16.20957655,6.259925715,87.18473851,1057.36429,148.525442,970.732851,24.97186848,459.0611527,10.68187117,winter
03-02-2013,4.437074208,60.02269366,7.492110655,62.51014739,622.9840806,84.94071009,966.3610785,96.73822084,234.8259369,22.60290571,spring
04-02-2013,24.59663147,2.208439894,6.042838814,93.97444572,933.4143544,38.846643,976.2296382,15.60708082,411.4713382,24.84387462,spring
05-02-2013,23.24692575,85.892158,3.06861645,69.45489808,964.4342483,88.72884885,978.3433559,68.57928516,392.1212935,1.128475147,spring
06-02-2013,15.38061856,52.85369238,6.235348668,76.73799778,936.8197281,122.6843928,990.9982787,51.15995234,345.1916559,10.93216943,spring
07-02-2013,22.74560079,92.00273867,3.835755429,30.00314089,802.3482503,80.78355249,986.093589,3.420680901,242.628819,0.254097646,spring
08-02-2013,5.356260237,13.11631829,4.032048778,41.04964128,1147.737112,116.5333384,957.3923685,21.15851801,324.4339801,6.778700453,winter
09-02-2013,18.20892362,93.92807131,8.151549357,37.20750797,1121.435638,61.95566066,1011.791208,93.35699723,385.3060294,5.692600506,spring
10-02-2013,16.64015975,29.76596486,6.711223474,72.47313546,433.062102,88.49441796,963.0462939,81.68244711,403.2417243,-7.437380518,spring
11-02-2013,0.359412333,7.119798834,3.748101646,47.00560921,864.1272976,63.33753707,1036.843108,58.59563059,235.0943229,-8.906345384,winter
12-02-2013,20.87284083,115.8456609,2.547241301,87.39801543,831.2690824,79.16946026,1035.951384,7.673209185,333.1474983,14.7165765,rainy
13-02-2013,4.745439248,61.04122464,9.160362117,29.13233667,320.2871564,25.12647985,957.2387581,13.85371025,327.6555455,-3.128001546,spring
14-02-2013,28.75852689,9.213280399,4.869459565,81.61007898,391.5749017,89.79630992,991.3098982,73.06021072,435.8733495,-4.065903019,spring
15-02-2013,23.34726926,14.15163791,1.564466469,83.19184854,441.829397,146.8426751,997.6881379,75.70587298,212.3626062,4.326683952,spring
16-02-2013,13.31809455,15.65775798,3.674984576,66.50907916,464.744993,114.7224794,1049.58681,95.80976585,435.6468228,-0.74251548,spring
17-02-2013,9.822402518,165.2955246,0,23.34791294,1039.798976,48.00727119,975.1259112,20.55935835,435.0571217,19.81904253,spring
18-02-2013,6.082308337,108.6556053,0,39.40471154,933.0885067,129.5790477,1013.595024,64.90644065,409.1280534,15.97094031,spring
19-02-2013,15.24042663,21.25878958,7.863702829,45.79674022,988.5078649,134.3587536,995.7088562,43.08398101,469.9260635,28.49507029,spring
20-02-2013,27.72563621,31.42764714,2.360193059,51.89040856,1104.327368,26.52094192,1026.859321,11.3851358,339.5506096,6.080843753,spring
21-02-2013,16.61511529,16.79321512,1.343393063,76.30893771,665.7762631,7.970079119,974.8437518,33.61537278,228.8271292,-8.938728437,spring
22-02-2013,18.27938594,67.86565191,3.303226295,40.45353352,1018.975218,85.87139122,1018.09212,36.7444925,299.4500839,23.87396971,spring
23-02-2013,8.947394669,8.789694418,3.988910066,11.63959848,864.872639,71.38243294,962.9891446,45.34464481,383.3748135,-5.091889352,winter
24-02-2013,14.9492464,20.67090327,3.217052026,87.94708282,611.2727241,107.202931,951.5127088,29.30332359,296.868717,0.751859016,spring
25-02-2013,17.7420067,46.58347781,2.281666798,48.90940959,313.2393969,43.95880327,951.8222968,55.26653343,389.8842711,15.21598816,spring
26-02-2013,21.24110952,104.9187745,4.875917767,35.45977068,573.2986357,57.03179014,999.2689684,60.64550313,213.0869436,8.46379082,spring
27-02-2013,18.24047721,50.4683309,4.280200595,83.72672577,327.236426,39.57784006,1027.073258,41.27961512,221.102607,17.67523557,spring
28-02-2013,24.48752375,140.4430941,10.08448166,89.09608443,415.8826572,43.82062244,1007.762721,37.33926177,203.1547753,-2.248530972,rainy
01-03-2013,26.54951537,133.5444279,3.90353473,75.79349583,411.8659804,1.393103137,953.6323022,65.55087032,492.7876565,13.41944427,rainy
02-03-2013,35.28463384,63.3455349,4.874809911,41.88843638,937.1366554,76.61332747,1005.207757,5.420360697,278.4927354,8.161596918,spring
03-03-2013,22.19908644,16.3351406,2.254566441,30.79753553,658.5678195,70.97318826,961.325388,86.6409589,438.6659941,13.49044744,spring
04-03-2013,24.20825149,57.45514858,6.942808878,74.15197289,972.457079,53.38121134,1046.53985,97.46322881,466.053316,25.27974345,spring
05-03-2013,14.77374432,10.70533189,9.996374164,15.17134438,1065.148036,81.02855009,985.2573144,5.530899248,247.2827962,11.33825406,spring
06-03-2013,35.3869212,20.26360904,4.711135065,45.19478869,772.8366777,58.7640466,1000.341483,70.91798957,259.736519,19.63742868,spring
07-03-2013,15.29601396,70.92009937,3.109957781,78.29248376,547.9254872,64.88417784,983.8738826,25.22380078,314.707827,19.76335738,spring
08-03-2013,26.02044101,95.06708839,5.541545931,62.65649364,1042.44941,0.297667269,996.7093393,43.00182491,351.2190137,16.48270425,spring
09-03-2013,15.0711137,26.95858764,6.431561856,76.0467562,724.2887416,9.946057194,1045.846086,27.06427878,360.4226896,9.336350629,spring
10-03-2013,18.55555405,37.05775467,13.67241121,61.56246781,1042.630411,22.60537892,976.0526698,21.42465907,315.7051549,-9.864920991,spring
11-03-2013,20.19971212,24.39883819,4.552177868,31.57187223,391.9644732,27.60307247,1021.808177,44.09838063,375.868397,-5.153668744,spring
12-03-2013,0.464537745,32.62908055,3.977104644,53.48934311,722.334621,67.82888699,1025.528728,37.16084545,420.8255215,11.72409713,winter
13-03-2013,21.98393424,35.92198128,1.534144813,79.57558584,332.9230832,131.2366266,969.0610087,42.57910258,410.0367692,-8.246575006,spring
14-03-2013,19.1975993,58.85590937,4.102194144,30.73518473,868.1928963,60.90507687,1022.914793,80.80837585,209.062407,-8.188652848,spring
15-03-2013,13.26137696,69.41972112,3.736587163,96.67185965,745.5801063,94.07886721,1014.799448,97.86485772,377.9889273,-4.955003596,spring
16-03-2013,9.954013686,184.4764686,6.63994883,28.25769237,711.599732,3.870435359,979.1042202,14.33315354,413.7875607,-0.674493094,spring
17-03-2013,13.59301346,28.78167645,4.191302838,11.27863066,803.0187805,128.2268205,1002.268825,74.40970445,260.2018243,29.985143,spring
18-03-2013,9.373460272,4.340015123,1.941059046,80.02636783,512.9432061,16.97017415,1008.998369,54.91008386,381.0859335,-5.186869846,winter
19-03-2013,14.99579542,58.26426816,1.826525568,93.55625934,311.1741591,42.64333753,1033.655414,37.30180755,233.2477703,0.848039404,spring
20-03-2013,13.30526917,34.48510413,3.733083753,32.19784066,987.0539758,122.5103731,962.4826545,66.05731973,399.4846435,17.31450334,spring
21-03-2013,16.51592374,91.94940138,7.2669801,23.95508283,522.8067496,39.73162874,1047.197611,88.15259519,386.1223337,17.06681378,spring
22-03-2013,27.61509761,7.923084245,5.535194865,30.15358555,1187.829745,38.69996753,1026.915744,64.1508398,272.287599,24.99120663,summer
23-03-2013,10.9088856,51.76976273,6.410071228,66.50781075,629.1023978,90.44791237,1003.497618,70.3633954,462.5978258,14.42685418,spring
24-03-2013,14.16523647,30.7406861,5.040918527,62.1118486,639.0155161,135.4867627,1027.62284,14.82423754,441.9743142,0.63226303,spring
25-03-2013,21.16641723,27.17631112,6.192542999,65.92120628,845.6002839,32.04739482,1023.316104,71.29181453,421.7020096,-0.431321132,spring
26-03-2013,10.19699706,41.60505578,3.941849404,10.69607185,833.410897,93.12274468,996.0129578,98.6125296,337.8671604,23.19604368,spring
27-03-2013,27.62069438,57.6295754,2.416356828,24.12883747,298.570624,90.02821481,983.6051357,95.95997375,268.0676869,-6.08876853,summer
28-03-2013,10.35115895,95.16610758,2.482295447,31.89142223,399.5413239,98.9284427,1048.860275,40.91940782,434.6539523,9.234730215,spring
29-03-2013,21.34399208,13.40126611,2.331989551,72.73769373,354.6680368,142.0153681,1038.438141,88.22597076,264.36466,9.313063606,spring
30-03-2013,30.61990463,17.3429303,8.792137421,64.78724471,158.7456305,24.88227168,1045.092086,59.13659363,346.0806296,19.56035937,spring
31-03-2013,10.16392963,39.76802393,7.932163071,66.15110633,124.6522395,98.15359892,954.8471377,11.82925572,313.6088026,29.81977645,spring
01-04-2013,12.00340745,21.27500952,3.719427581,61.36429132,809.4906311,27.35700931,1031.522586,97.82008978,260.599811,9.85137347,spring
02-04-2013,15.49105744,42.00637567,5.501171008,77.00627052,648.4505973,47.14518086,1039.122758,61.31879439,384.3897337,21.01638037,spring
03-04-2013,20.19175604,11.16660334,7.092161727,94.75250372,1084.055187,58.49423003,997.6892501,10.58748506,494.6210427,24.06095077,spring
04-04-2013,18.69756396,18.38302522,3.227171445,70.62097394,430.84833,125.3086298,1039.093522,57.22511406,342.8825906,-8.636548335,spring
05-04-2013,19.82862134,19.64042636,4.630400594,77.04660892,966.2648927,8.056504493,960.0878303,72.14491113,349.8596153,15.4300284,spring
06-04-2013,25.06209037,243.460631,2.150958726,64.73673634,213.4694373,110.0478687,956.047448,23.72591428,311.8210063,25.37484206,spring
07-04-2013,18.12752767,96.32686662,2.382799298,81.78734686,998.0858271,136.888805,979.1558717,68.24434316,268.4845073,18.81772643,spring
08-04-2013,5.345138156,90.91563575,7.015733119,94.86866973,1113.281798,11.88627597,952.6242481,96.5932874,284.7722812,20.93903986,spring
09-04-2013,32.73488327,36.03310376,5.1946363,64.45931756,790.071012,118.6095024,1018.398878,23.16470165,462.7464565,22.43760607,spring
10-04-2013,24.31373903,31.44743944,5.086444789,26.29060674,909.5561311,16.1463373,1042.696928,49.08463344,484.4362812,-9.223426368,spring
11-04-2013,7.261886739,3.635284833,8.411950017,79.32398139,1186.574257,144.4280472,979.5056753,31.40089547,447.8702307,27.15448151,winter
12-04-2013,18.15689032,10.99036719,3.713133421,68.57498258,516.0057502,122.3047069,1015.960481,38.79023782,207.9336938,26.24921281,spring
13-04-2013,27.85362273,112.8551569,7.143197283,94.02441906,132.2973346,104.247651,996.804855,83.71100221,382.3395194,14.05206642,rainy
14-04-2013,10.91536588,37.28958742,2.520585575,34.49205815,850.8633516,82.50892055,975.5057195,82.3538287,364.7817363,3.95305562,spring
15-04-2013,29.24426915,218.8549769,3.747915004,97.30329918,114.6627438,138.1226232,1041.856253,0.834768051,432.429352,4.760263484,rainy
16-04-2013,10.31610576,44.7984313,2.829478863,59.66434802,725.142393,17.86069499,1045.791248,12.20779197,434.1679395,11.40995639,spring
17-04-2013,24.29739522,23.69954537,2.622784579,96.75979873,757.2257265,18.26763203,963.4754769,34.90074468,331.433452,1.666581923,spring
18-04-2013,-5.61581194,16.01783325,10.33909982,80.56353251,742.9507826,123.373427,1026.697207,30.30368217,286.2593467,12.64212236,winter
19-04-2013,29.4322679,125.2715918,1.188722123,87.93637203,282.5107926,72.34798174,968.8816849,9.358641622,229.1909905,14.716402,rainy
20-04-2013,1.133375164,23.15992507,2.902895059,39.14575108,184.3436903,126.7584583,998.8223337,68.76576657,383.396638,19.13927858,winter
21-04-2013,31.91168426,7.899495351,0,29.74908852,1098.518056,58.59925838,986.0983975,64.26965542,282.0821977,-7.368429612,summer
22-04-2013,8.342570843,16.30442624,3.430032885,66.1675285,695.7614735,67.77903287,974.3988576,24.81239192,489.3916961,-7.329540709,winter
23-04-2013,38.83535858,51.86972114,4.455421784,43.68979929,455.3924917,49.81180045,1017.580891,36.16674732,214.0244161,26.90043542,spring
24-04-2013,21.02915205,7.13641735,7.538401254,98.73054433,948.9198221,142.6107393,1035.539618,48.79646795,489.2870809,19.78020494,spring
25-04-2013,30.16809941,4.801671484,3.494098111,54.59473611,1113.819708,69.7425067,1028.116994,4.529078359,348.7252268,3.680457183,spring
26-04-2013,18.1359561,30.59002947,1.508338633,19.9427043,544.6379143,113.2645609,1022.228374,15.47975103,381.9767417,-9.011244408,spring
27-04-2013,4.779618803,4.367937948,3.48524774,54.89224138,208.1357369,104.3863224,956.6257132,64.68181353,375.0606698,14.37493175,winter
28-04-2013,10.64982313,24.95622702,5.789046455,58.15746922,861.8783067,35.26304155,959.7426883,48.56559499,425.81223,-0.038984916,spring
29-04-2013,24.66031833,19.48391218,7.276652078,10.42558508,1098.280403,137.0973576,996.4829632,60.04736386,227.271077,-7.677173242,spring
30-04-2013,49.00361833,24.83604356,3.088626524,32.09404574,1178.447772,81.70231354,1005.5763,97.33038969,466.3556285,20.20243694,summer
01-05-2013,34.42224578,33.45086389,2.165656698,10.12055836,994.8960825,128.3709071,1022.338626,75.55053965,437.3138908,29.06680932,summer
02-05-2013,20.88141959,10.24854541,3.852385976,60.49011588,395.0383544,124.8281825,985.5855785,96.82324092,455.0496761,19.88616287,spring
03-05-2013,29.4469194,29.2078621,6.029124745,36.29204329,494.0422621,8.800494733,952.2926143,59.09510683,345.6139274,-5.515606484,summer
04-05-2013,22.17244116,22.43317796,7.392164417,25.58868065,250.4136802,92.96591922,953.6101372,0.14660758,409.3411822,4.709658954,spring
05-05-2013,17.67964809,79.35289421,1.928164586,85.47252,884.0201329,118.3476701,1035.483056,9.377572446,337.1792714,-0.071224575,spring
06-05-2013,20.57777038,59.32124144,2.837417363,12.70158859,286.1798424,135.9747409,962.8552609,69.69811778,239.1069828,4.960798845,spring
07-05-2013,14.31379912,102.9983335,0,72.25381587,575.1627001,75.94435247,1043.689381,30.50679752,290.6017488,12.30252274,rainy
08-05-2013,20.70098086,55.28330574,0,61.56992382,684.9311556,112.6068966,983.2627998,41.37728277,283.5231571,15.39393135,spring
09-05-2013,23.59140551,6.453351562,1.675267624,79.43970006,520.7859908,145.4445645,1008.365307,67.54179158,249.8106319,2.327893364,spring
10-05-2013,19.32886365,35.37011687,2.032055954,21.9036979,264.6656392,124.1763641,966.86182,33.3434953,272.3947991,16.97029865,spring
11-05-2013,15.21477122,67.83087509,3.554412548,88.44220364,418.8024893,128.1634749,995.4037473,87.36558963,349.5541913,17.37311996,spring
12-05-2013,14.67227379,92.15636778,5.901397345,38.9467804,796.0415382,61.092423,1037.58093,38.74261292,326.6638089,29.72316395,spring
13-05-2013,17.20912807,10.00039422,4.742889507,10.76924762,899.5060245,13.75330071,1048.413272,4.432374208,298.7492532,9.243487024,spring
14-05-2013,21.07925928,12.64810236,5.832951638,69.10092146,776.0997256,144.9042827,1026.654284,98.42085478,472.0164556,3.149833807,spring
15-05-2013,15.09768351,99.11236451,7.713090231,87.34166259,1162.327204,104.3727841,1026.461759,48.97227561,433.6127237,24.31416491,spring
16-05-2013,25.22348101,33.21868451,5.738350437,41.8322297,774.9932847,25.67459865,1038.53125,35.0541951,200.7558561,-3.272501449,spring
17-05-2013,3.63148603,30.11261057,4.401008827,57.48166921,347.8734871,146.0748292,974.4893201,89.91621147,371.1085244,7.874211706,winter
18-05-2013,22.05580829,34.07231488,6.3799546,47.1099793,640.158208,107.3679124,1023.62667,86.0871491,409.962281,15.06164835,spring
19-05-2013,29.69478747,9.517655105,0,13.82188139,1019.852314,13.55524907,1005.833645,3.781689784,216.0218492,-4.300598719,summer
20-05-2013,37.66103678,49.39423105,4.227703075,77.78163921,458.3817872,25.62201953,976.1682343,80.84394147,234.1998897,-7.816269299,spring
21-05-2013,19.21263144,82.50614322,6.92382827,94.73244736,910.733841,129.8115583,955.5472755,48.99690646,283.5685935,5.886326435,spring
22-05-2013,26.4617186,90.71903039,4.561924999,47.80700738,963.7111232,143.0748734,970.0820452,67.34487526,384.1503778,3.995696763,spring
23-05-2013,22.05239368,1.542468611,5.683633465,22.99922074,1127.361745,54.72409665,1015.019012,14.59548376,476.9370195,19.79942194,spring
24-05-2013,30.14746209,62.79650155,4.399269583,55.45669175,541.292926,61.98928315,1006.984748,66.74691945,345.7558335,11.32566301,spring
25-05-2013,17.53930032,4.782868411,6.822166164,91.4279214,385.366666,59.31818213,956.9270859,23.00963094,494.6905195,-9.092212559,spring
26-05-2013,24.89902116,170.3646195,7.664542283,64.52374067,658.7430825,125.3034293,1006.231183,11.7349979,481.0220725,26.76488636,spring
27-05-2013,-1.722911685,32.91225738,0,29.11218289,1193.051638,67.98842046,989.0649319,13.46609762,391.2079978,24.43385314,winter
28-05-2013,29.82951102,74.67508346,3.014711504,59.78873984,1092.342968,56.28858266,951.4931697,29.9936723,337.3952354,-7.010115742,spring
29-05-2013,21.20142935,48.62423448,0,39.41788437,412.3505701,93.28029409,1040.949214,99.16503309,404.4745886,0.196158855,spring
30-05-2013,12.97733703,151.7616057,0,12.1204044,316.387309,73.57994405,975.8376144,5.428377707,437.3604975,14.95309739,spring
31-05-2013,22.68598345,181.8294572,6.752150075,92.22781297,624.6537482,80.01351675,1005.339545,33.0914248,482.9213087,-2.78286656,rainy
01-06-2013,34.06123851,16.34746458,7.379967047,81.50098681,282.3519633,61.05197492,1008.914429,52.50559078,426.0550586,28.95288982,spring
02-06-2013,10.34707928,32.97295633,3.482803808,93.16688704,933.8344306,69.07712887,999.8809023,20.69000274,317.4666504,6.828202438,spring
03-06-2013,10.98114109,35.0832104,2.924994026,71.45178095,140.2738605,5.396299879,973.9582009,96.16059201,347.9908639,18.18252103,spring
04-06-2013,3.636607533,9.782359682,4.474974698,50.47647533,347.198318,138.8673482,990.7366542,46.05663046,214.1040938,10.44873437,winter
05-06-2013,10.99487757,117.1379095,13.39964902,54.38695824,120.0428884,4.585913793,979.0331048,69.27173877,208.6234497,2.332612482,spring
06-06-2013,10.38726481,21.50888685,1.865152316,28.41583486,349.4120791,115.9218601,993.3556315,35.99669866,284.4546388,17.87721548,spring
07-06-2013,17.9600714,4.575992066,0.951477385,44.766919,157.5434764,44.74030984,958.2660529,19.4199161,441.829673,9.015176181,spring
08-06-2013,20.41282427,8.393299242,6.798677133,24.74658319,840.9075553,16.8381431,966.5948057,30.36110337,295.7731849,15.43196832,spring
09-06-2013,5.903334462,36.00576934,6.959630051,52.61156517,727.3012093,91.45413045,963.7516817,27.9677358,235.0746865,5.723217938,winter
10-06-2013,23.1134074,106.72037,6.156948747,68.13271525,335.3052654,106.042745,1009.500168,84.75507725,306.8386269,29.89403933,spring
11-06-2013,22.4717508,49.47247055,5.22446006,33.09366194,325.5849021,94.53024548,1015.589562,1.476072473,291.6724479,-1.735825011,spring
12-06-2013,22.24697835,12.09284666,4.059896234,94.93906552,420.312859,86.41256282,1041.395603,89.36432009,496.7950914,-2.675661238,spring
13-06-2013,11.20613857,17.60590434,0.50111218,68.21614884,978.0342121,80.42798168,976.2162158,39.28936526,491.4067586,-9.622512139,spring
14-06-2013,39.20071777,186.5373616,10.58034817,29.79259232,265.553595,81.15880821,989.3488786,61.68300129,421.0781062,24.82153898,summer
15-06-2013,26.29358338,2.714830918,10.78639404,25.03005603,233.8708981,129.8131643,1012.243088,80.55648055,448.679237,-3.714890374,summer
16-06-2013,6.572507184,258.7018053,3.5043508,25.29736881,658.8553684,13.52304785,1047.175585,46.09883462,276.1572973,-0.135275145,spring
17-06-2013,4.033664467,118.1473864,9.221782556,97.64701022,1051.445147,23.60531218,989.151708,9.261107064,361.3023449,-1.745714745,rainy
18-06-2013,11.89185624,56.73528524,6.027011756,31.29606456,346.5221049,121.8976476,978.9615838,54.16981551,499.5484751,29.16952545,spring
19-06-2013,20.877859,143.4130189,0,25.15364118,216.8819207,45.45599006,988.7794615,12.15796427,296.9642608,24.12211064,spring
20-06-2013,34.43227208,8.271325111,0,24.75907611,640.8574184,115.7340198,980.9299088,82.46744895,495.8572974,19.9639978,summer
21-06-2013,13.21347314,142.8762818,7.284922624,40.98652949,905.3703701,52.90439175,958.5089114,64.78905807,256.4773565,5.524431103,spring
22-06-2013,4.491398881,11.94936285,8.862128817,65.37841401,780.154572,138.8115175,984.5984714,59.21441361,386.0423257,-9.729606347,winter
23-06-2013,22.86887445,39.50635961,6.06475307,17.11698655,559.982232,42.20005066,1008.532487,0.038762004,434.5819645,28.7140929,spring
24-06-2013,15.28364173,33.54597428,5.764807537,24.34911204,144.4378614,64.03445572,968.2792874,96.00728087,377.9535819,-1.867588543,spring
